Latitude,Longitude,File_Prefix
-52.99556833333333,-67.61068666666667,lg2016_365_28800_nb150
-53.00860333333333,-67.588975,lg2016_365_28800_nb150
-53.02163333333333,-67.56733666666666,lg2016_365_28800_nb150
-53.03467666666667,-67.54587333333333,lg2016_365_28800_nb150
-53.047685,-67.52463833333333,lg2016_365_28800_nb150
-53.06050666666667,-67.50349333333334,lg2016_365_28800_nb150
-53.07317166666667,-67.48248833333334,lg2016_365_28800_nb150
-53.08572333333333,-67.46163833333334,lg2016_365_28800_nb150
-53.09805833333333,-67.44091999999999,lg2016_365_28800_nb150
-53.11021166666666,-67.42032833333333,lg2016_365_28800_nb150
-53.122308333333336,-67.39991500000001,lg2016_365_28800_nb150
-53.13432666666667,-67.38006833333333,lg2016_365_28800_nb150
-53.14617833333333,-67.36041166666666,lg2016_365_28800_nb150
-53.15788166666667,-67.34072666666667,lg2016_365_28800_nb150
-53.16948000000001,-67.32110333333334,lg2016_365_28800_nb150
-53.18098666666667,-67.30158166666666,lg2016_365_28800_nb150
-53.19243,-67.28221166666667,lg2016_365_28800_nb150
-53.203745,-67.26293000000001,lg2016_365_28800_nb150
-53.21501333333333,-67.24374499999999,lg2016_365_28800_nb150
-53.2264,-67.22485666666667,lg2016_365_28800_nb150
-53.23776666666666,-67.20625833333334,lg2016_365_28800_nb150
-53.24902666666666,-67.18777666666666,lg2016_365_28800_nb150
-53.251925,-67.18301,lg2016_365_28800_nb150
-53.25198833333334,-67.18289833333333,lg2016_365_36000_nb150
-53.26310833333334,-67.16455666666667,lg2016_365_36000_nb150
-53.274215000000005,-67.14613333333334,lg2016_365_36000_nb150
-53.28524166666666,-67.12779166666667,lg2016_365_36000_nb150
-53.296115,-67.10961333333333,lg2016_365_36000_nb150
-53.30692833333333,-67.09153833333333,lg2016_365_36000_nb150
-53.31771,-67.07360333333334,lg2016_365_36000_nb150
-53.32849333333333,-67.05571666666667,lg2016_365_36000_nb150
-53.33928666666666,-67.03771833333333,lg2016_365_36000_nb150
-53.35006,-67.01972166666667,lg2016_365_36000_nb150
-53.36071333333334,-67.00186166666667,lg2016_365_36000_nb150
-53.371323333333336,-66.98407333333333,lg2016_365_36000_nb150
-53.38197666666667,-66.9663,lg2016_365_36000_nb150
-53.392625,-66.94856833333333,lg2016_365_36000_nb150
-53.40321666666666,-66.93095833333334,lg2016_365_36000_nb150
-53.41388333333333,-66.91327,lg2016_365_36000_nb150
-53.42434333333333,-66.89529833333333,lg2016_365_36000_nb150
-53.43462,-66.87691666666667,lg2016_365_36000_nb150
-53.44508166666667,-66.85866333333334,lg2016_365_36000_nb150
-53.45556666666667,-66.840285,lg2016_365_36000_nb150
-53.46611,-66.82187166666667,lg2016_365_36000_nb150
-53.47663166666667,-66.80363666666666,lg2016_365_36000_nb150
-53.47683833333333,-66.80326666666667,lg2016_365_36000_nb150
-53.47689833333333,-66.803165,lg2016_365_43200_nb150
-53.48739833333333,-66.78508833333333,lg2016_365_43200_nb150
-53.49823666666666,-66.7672,lg2016_365_43200_nb150
-53.50951333333333,-66.74992166666667,lg2016_365_43200_nb150
-53.52094,-66.73254333333334,lg2016_365_43200_nb150
-53.53248333333333,-66.71514,lg2016_365_43200_nb150
-53.54407333333333,-66.69752333333334,lg2016_365_43200_nb150
-53.55571833333333,-66.67976833333333,lg2016_365_43200_nb150
-53.56739,-66.66180166666666,lg2016_365_43200_nb150
-53.57836666666667,-66.64234166666667,lg2016_365_43200_nb150
-53.58913166666667,-66.62220833333333,lg2016_365_43200_nb150
-53.60002666666666,-66.60201333333333,lg2016_365_43200_nb150
-53.61114833333333,-66.58146833333333,lg2016_365_43200_nb150
-53.62237666666667,-66.56095666666667,lg2016_365_43200_nb150
-53.633635,-66.54058166666667,lg2016_365_43200_nb150
-53.64475333333333,-66.51986333333333,lg2016_365_43200_nb150
-53.655895,-66.49832666666667,lg2016_365_43200_nb150
-53.66754,-66.477905,lg2016_365_43200_nb150
-53.67925166666666,-66.45759833333334,lg2016_365_43200_nb150
-53.691385,-66.43761666666667,lg2016_365_43200_nb150
-53.70387833333334,-66.41755833333333,lg2016_365_43200_nb150
-53.71198833333333,-66.40452166666667,lg2016_365_43200_nb150
-53.71202333333334,-66.40446166666666,lg2016_365_50400_nb150
-53.72464166666666,-66.38404666666666,lg2016_365_50400_nb150
-53.73741999999999,-66.36324,lg2016_365_50400_nb150
-53.750235,-66.34219,lg2016_365_50400_nb150
-53.763045,-66.32102166666667,lg2016_365_50400_nb150
-53.77613333333333,-66.299475,lg2016_365_50400_nb150
-53.78952166666666,-66.27770166666667,lg2016_365_50400_nb150
-53.80295666666667,-66.25583166666667,lg2016_365_50400_nb150
-53.81654333333334,-66.234135,lg2016_365_50400_nb150
-53.83042166666666,-66.212385,lg2016_365_50400_nb150
-53.844215000000005,-66.19027333333334,lg2016_365_50400_nb150
-53.85807,-66.167855,lg2016_365_50400_nb150
-53.87201833333334,-66.14532333333334,lg2016_365_50400_nb150
-53.88613166666666,-66.12250833333333,lg2016_365_50400_nb150
-53.90027666666667,-66.09922166666666,lg2016_365_50400_nb150
-53.914213333333336,-66.07559666666667,lg2016_365_50400_nb150
-53.927890000000005,-66.05219333333334,lg2016_365_50400_nb150
-53.94153833333333,-66.02838,lg2016_365_50400_nb150
-53.95521833333334,-66.00401666666667,lg2016_365_50400_nb150
-53.96892,-65.97893499999999,lg2016_365_50400_nb150
-53.98260166666667,-65.95333000000001,lg2016_365_50400_nb150
-53.99005166666666,-65.93933,lg2016_365_50400_nb150
-53.99009166666666,-65.939265,lg2016_365_57600_nb150
-54.00406333333334,-65.9138,lg2016_365_57600_nb150
-54.018328333333336,-65.88900500000001,lg2016_365_57600_nb150
-54.033080000000005,-65.86433833333334,lg2016_365_57600_nb150
-54.04832333333334,-65.83992166666667,lg2016_365_57600_nb150
-54.063545,-65.81582666666667,lg2016_365_57600_nb150
-54.07828833333333,-65.79188666666667,lg2016_365_57600_nb150
-54.092615,-65.76806833333333,lg2016_365_57600_nb150
-54.106785,-65.74415333333333,lg2016_365_57600_nb150
-54.120740000000005,-65.72031833333334,lg2016_365_57600_nb150
-54.134575,-65.69589666666667,lg2016_365_57600_nb150
-54.14829333333334,-65.67073666666667,lg2016_365_57600_nb150
-54.16170333333334,-65.64504833333334,lg2016_365_57600_nb150
-54.175175,-65.619635,lg2016_365_57600_nb150
-54.18935333333334,-65.59589833333334,lg2016_365_57600_nb150
-54.20409,-65.57349333333333,lg2016_365_57600_nb150
-54.21952333333334,-65.55135,lg2016_365_57600_nb150
-54.23417333333333,-65.52787,lg2016_365_57600_nb150
-54.24834666666667,-65.50413333333333,lg2016_365_57600_nb150
-54.26261666666666,-65.48023,lg2016_365_57600_nb150
-54.27625,-65.45649499999999,lg2016_365_57600_nb150
-54.28252666666667,-65.44522333333333,lg2016_365_57600_nb150
-54.28259666666667,-65.44509333333333,lg2016_365_64800_nb150
-54.29546666666667,-65.42179,lg2016_365_64800_nb150
-54.30823166666666,-65.39858666666666,lg2016_365_64800_nb150
-54.32147166666667,-65.37527833333333,lg2016_365_64800_nb150
-54.33594833333333,-65.35484666666666,lg2016_365_64800_nb150
-54.35098000000001,-65.33663833333334,lg2016_365_64800_nb150
-54.36595166666667,-65.31856333333333,lg2016_365_64800_nb150
-54.380995,-65.30071,lg2016_365_64800_nb150
-54.39464166666666,-65.28080833333334,lg2016_365_64800_nb150
-54.40696666666667,-65.25868333333334,lg2016_365_64800_nb150
-54.418335,-65.23539,lg2016_365_64800_nb150
-54.42927666666667,-65.21180333333334,lg2016_365_64800_nb150
-54.440355,-65.18804666666666,lg2016_365_64800_nb150
-54.45228833333334,-65.16431166666666,lg2016_365_64800_nb150
-54.46351166666667,-65.14108,lg2016_365_64800_nb150
-54.47401,-65.11900333333334,lg2016_365_64800_nb150
-54.484515,-65.09723166666667,lg2016_365_64800_nb150
-54.49539333333333,-65.07682666666666,lg2016_365_64800_nb150
-54.505745,-65.05682833333333,lg2016_365_64800_nb150
-54.51604666666667,-65.03737833333334,lg2016_365_64800_nb150
-54.52634499999999,-65.019015,lg2016_365_64800_nb150
-54.52843333333333,-65.01541333333333,lg2016_365_64800_nb150
-54.52846166666666,-65.01536666666667,lg2016_365_72000_nb150
-54.538788333333336,-64.99780833333334,lg2016_365_72000_nb150
-54.54920333333333,-64.98149166666667,lg2016_365_72000_nb150
-54.56133666666667,-64.97219666666666,lg2016_365_72000_nb150
-54.57408333333333,-64.968395,lg2016_365_72000_nb150
-54.58591666666667,-64.96622333333333,lg2016_365_72000_nb150
-54.59628166666667,-64.96624333333334,lg2016_365_72000_nb150
-54.60623166666666,-64.96579666666666,lg2016_365_72000_nb150
-54.61546,-64.96516333333334,lg2016_365_72000_nb150
-54.62467833333334,-64.96523166666667,lg2016_365_72000_nb150
-54.633885,-64.96396833333333,lg2016_365_72000_nb150
-54.64305,-64.96404,lg2016_365_72000_nb150
-54.65260333333333,-64.96423666666666,lg2016_365_72000_nb150
-54.66177,-64.96422166666666,lg2016_365_72000_nb150
