Latitude,Longitude,File_Prefix
-52.77337333333333,-67.986745,lg2014_363_28800_nb150
-52.7844,-67.96719,lg2014_363_28800_nb150
-52.79552166666666,-67.947395,lg2014_363_28800_nb150
-52.80694166666667,-67.92825333333333,lg2014_363_28800_nb150
-52.81835666666666,-67.9091,lg2014_363_28800_nb150
-52.8297,-67.88985833333334,lg2014_363_28800_nb150
-52.84114666666667,-67.87026666666667,lg2014_363_28800_nb150
-52.85268333333333,-67.85051333333334,lg2014_363_28800_nb150
-52.86433833333334,-67.83058666666666,lg2014_363_28800_nb150
-52.87594833333333,-67.81067666666667,lg2014_363_28800_nb150
-52.887625,-67.79077166666667,lg2014_363_28800_nb150
-52.89945,-67.77095333333334,lg2014_363_28800_nb150
-52.9113,-67.75122333333333,lg2014_363_28800_nb150
-52.92324166666667,-67.73131333333333,lg2014_363_28800_nb150
-52.93536999999999,-67.71100166666666,lg2014_363_28800_nb150
-52.94756166666666,-67.690565,lg2014_363_28800_nb150
-52.95981666666667,-67.67041,lg2014_363_28800_nb150
-52.97194833333333,-67.65061833333333,lg2014_363_28800_nb150
-52.98413000000001,-67.63045333333334,lg2014_363_28800_nb150
-52.99641,-67.60974333333333,lg2014_363_28800_nb150
-53.00882833333333,-67.58836166666667,lg2014_363_28800_nb150
-53.02134833333334,-67.56665833333334,lg2014_363_28800_nb150
-53.02425666666666,-67.56172833333333,lg2014_363_28800_nb150
-53.02429166666667,-67.56166333333333,lg2014_363_36000_nb150
-53.03695166666667,-67.54019333333333,lg2014_363_36000_nb150
-53.04981666666666,-67.51894333333334,lg2014_363_36000_nb150
-53.06261333333333,-67.49781833333333,lg2014_363_36000_nb150
-53.07546833333333,-67.47638,lg2014_363_36000_nb150
-53.088325,-67.45486166666667,lg2014_363_36000_nb150
-53.10128,-67.433245,lg2014_363_36000_nb150
-53.11424166666666,-67.41165166666667,lg2014_363_36000_nb150
-53.127335,-67.39041999999999,lg2014_363_36000_nb150
-53.14036666666666,-67.36903000000001,lg2014_363_36000_nb150
-53.15327333333333,-67.34734499999999,lg2014_363_36000_nb150
-53.16610666666666,-67.32563,lg2014_363_36000_nb150
-53.17894,-67.30390666666666,lg2014_363_36000_nb150
-53.191845,-67.28224499999999,lg2014_363_36000_nb150
-53.204775,-67.26045500000001,lg2014_363_36000_nb150
-53.217725,-67.23863833333333,lg2014_363_36000_nb150
-53.23074166666667,-67.21682833333334,lg2014_363_36000_nb150
-53.243705000000006,-67.19503166666667,lg2014_363_36000_nb150
-53.256585,-67.17325500000001,lg2014_363_36000_nb150
-53.26942833333333,-67.15151333333333,lg2014_363_36000_nb150
-53.28222833333334,-67.12991166666667,lg2014_363_36000_nb150
-53.29504333333333,-67.10837166666667,lg2014_363_36000_nb150
-53.29903666666666,-67.10162166666667,lg2014_363_36000_nb150
-53.29907666666666,-67.10155333333333,lg2014_363_43200_nb150
-53.31178166666667,-67.08015,lg2014_363_43200_nb150
-53.32449,-67.05873000000001,lg2014_363_43200_nb150
-53.33717833333333,-67.03735,lg2014_363_43200_nb150
-53.34979333333333,-67.01610333333333,lg2014_363_43200_nb150
-53.36244166666667,-66.99500333333333,lg2014_363_43200_nb150
-53.37504833333333,-66.97398833333334,lg2014_363_43200_nb150
-53.38754833333334,-66.95310666666667,lg2014_363_43200_nb150
-53.40011666666667,-66.932365,lg2014_363_43200_nb150
-53.412605000000006,-66.911725,lg2014_363_43200_nb150
-53.42505333333333,-66.89131166666667,lg2014_363_43200_nb150
-53.437475,-66.87094166666667,lg2014_363_43200_nb150
-53.44984833333334,-66.85057666666667,lg2014_363_43200_nb150
-53.46221166666667,-66.830365,lg2014_363_43200_nb150
-53.47452333333333,-66.81039833333334,lg2014_363_43200_nb150
-53.48674833333333,-66.79053666666667,lg2014_363_43200_nb150
-53.49887666666667,-66.77093833333333,lg2014_363_43200_nb150
-53.51095833333334,-66.75142833333334,lg2014_363_43200_nb150
-53.522955,-66.73207166666667,lg2014_363_43200_nb150
-53.534985,-66.71282166666667,lg2014_363_43200_nb150
-53.54683166666667,-66.693665,lg2014_363_43200_nb150
-53.55855666666667,-66.67476666666667,lg2014_363_43200_nb150
-53.56003666666667,-66.67242833333333,lg2014_363_43200_nb150
-53.56007666666667,-66.67238,lg2014_363_50400_nb150
-53.57180166666666,-66.65373833333334,lg2014_363_50400_nb150
-53.58334,-66.63507166666666,lg2014_363_50400_nb150
-53.59509499999999,-66.61659499999999,lg2014_363_50400_nb150
-53.60677666666667,-66.59837166666667,lg2014_363_50400_nb150
-53.617985,-66.58005666666666,lg2014_363_50400_nb150
-53.628715,-66.561465,lg2014_363_50400_nb150
-53.63945666666667,-66.5429,lg2014_363_50400_nb150
-53.650195,-66.52450166666667,lg2014_363_50400_nb150
-53.66089166666666,-66.50627666666666,lg2014_363_50400_nb150
-53.67157,-66.48821333333333,lg2014_363_50400_nb150
-53.68220333333333,-66.47030833333334,lg2014_363_50400_nb150
-53.692575,-66.45220333333333,lg2014_363_50400_nb150
-53.70271666666667,-66.43395166666667,lg2014_363_50400_nb150
-53.71293333333333,-66.41611,lg2014_363_50400_nb150
-53.72310833333334,-66.39860833333333,lg2014_363_50400_nb150
-53.73320666666667,-66.38095,lg2014_363_50400_nb150
-53.74313166666666,-66.36327666666666,lg2014_363_50400_nb150
-53.75305,-66.34545666666666,lg2014_363_50400_nb150
-53.76296,-66.32792833333333,lg2014_363_50400_nb150
-53.77300833333334,-66.31068833333333,lg2014_363_50400_nb150
-53.78072833333334,-66.29760666666667,lg2014_363_50400_nb150
-53.78078333333333,-66.29751,lg2014_363_57600_nb150
-53.79076666666667,-66.28040833333333,lg2014_363_57600_nb150
-53.80087833333333,-66.26328166666667,lg2014_363_57600_nb150
-53.81112166666666,-66.24669499999999,lg2014_363_57600_nb150
-53.8213,-66.23002166666667,lg2014_363_57600_nb150
-53.83132166666667,-66.21303499999999,lg2014_363_57600_nb150
-53.84112166666666,-66.19613166666667,lg2014_363_57600_nb150
-53.85142,-66.17981833333333,lg2014_363_57600_nb150
-53.86212833333333,-66.16354833333334,lg2014_363_57600_nb150
-53.87224833333333,-66.146355,lg2014_363_57600_nb150
-53.88211999999999,-66.12891166666667,lg2014_363_57600_nb150
-53.89182666666667,-66.11157166666666,lg2014_363_57600_nb150
-53.90124,-66.09394,lg2014_363_57600_nb150
-53.910880000000006,-66.07629,lg2014_363_57600_nb150
-53.92056166666666,-66.05901833333333,lg2014_363_57600_nb150
-53.93025666666666,-66.04198833333334,lg2014_363_57600_nb150
-53.94034333333333,-66.02484833333334,lg2014_363_57600_nb150
-53.95062,-66.00771,lg2014_363_57600_nb150
-53.960985,-65.99034,lg2014_363_57600_nb150
-53.97129666666667,-65.972565,lg2014_363_57600_nb150
-53.981715,-65.95454666666667,lg2014_363_57600_nb150
-53.98726666666666,-65.945205,lg2014_363_57600_nb150
-53.98729166666666,-65.94514833333334,lg2014_363_64800_nb150
-53.99762333333334,-65.92726833333333,lg2014_363_64800_nb150
-54.00771166666666,-65.908615,lg2014_363_64800_nb150
-54.01785166666666,-65.88954666666666,lg2014_363_64800_nb150
-54.028165,-65.87067166666667,lg2014_363_64800_nb150
-54.03898166666666,-65.85247666666666,lg2014_363_64800_nb150
-54.049655,-65.83440999999999,lg2014_363_64800_nb150
-54.06021333333333,-65.81579833333333,lg2014_363_64800_nb150
-54.07080833333333,-65.796525,lg2014_363_64800_nb150
-54.08172,-65.77799666666667,lg2014_363_64800_nb150
-54.09362166666666,-65.75848666666667,lg2014_363_64800_nb150
-54.10478166666667,-65.74064833333334,lg2014_363_64800_nb150
-54.11579166666667,-65.72295666666666,lg2014_363_64800_nb150
-54.12689333333334,-65.70564833333333,lg2014_363_64800_nb150
-54.13787166666667,-65.68746999999999,lg2014_363_64800_nb150
-54.14901166666667,-65.66929833333333,lg2014_363_64800_nb150
-54.16032166666667,-65.65057666666667,lg2014_363_64800_nb150
-54.171668333333336,-65.63130166666667,lg2014_363_64800_nb150
-54.18327833333333,-65.61142166666667,lg2014_363_64800_nb150
-54.19562833333333,-65.59222333333334,lg2014_363_64800_nb150
-54.20761666666667,-65.57346833333334,lg2014_363_64800_nb150
-54.21206333333333,-65.56599833333334,lg2014_363_64800_nb150
-54.21209333333334,-65.56591666666667,lg2014_363_72000_nb150
-54.22359166666666,-65.54533666666667,lg2014_363_72000_nb150
-54.23483,-65.52375,lg2014_363_72000_nb150
-54.24591,-65.50192,lg2014_363_72000_nb150
-54.257055,-65.47959,lg2014_363_72000_nb150
-54.26896666666666,-65.45661166666666,lg2014_363_72000_nb150
-54.28087666666666,-65.433665,lg2014_363_72000_nb150
-54.29297666666667,-65.41032,lg2014_363_72000_nb150
-54.30621,-65.38871333333333,lg2014_363_72000_nb150
-54.31955666666666,-65.36665500000001,lg2014_363_72000_nb150
-54.33279166666666,-65.34486666666666,lg2014_363_72000_nb150
-54.346195,-65.32313333333333,lg2014_363_72000_nb150
-54.35997,-65.30141333333333,lg2014_363_72000_nb150
-54.37333,-65.27978166666666,lg2014_363_72000_nb150
-54.38681666666667,-65.25701666666667,lg2014_363_72000_nb150
-54.40013833333333,-65.23395500000001,lg2014_363_72000_nb150
-54.41497,-65.20965166666667,lg2014_363_72000_nb150
-54.42733166666667,-65.187635,lg2014_363_72000_nb150
-54.44208166666667,-65.16406833333333,lg2014_363_72000_nb150
-54.455223333333336,-65.14206333333334,lg2014_363_72000_nb150
-54.46951166666667,-65.11903166666667,lg2014_363_72000_nb150
-54.47298833333333,-65.11323333333333,lg2014_363_72000_nb150
-54.47305666666666,-65.11312166666667,lg2014_363_79200_nb150
-54.48730333333334,-65.08932166666666,lg2014_363_79200_nb150
-54.50180833333334,-65.06521166666667,lg2014_363_79200_nb150
-54.51608833333334,-65.04102166666667,lg2014_363_79200_nb150
-54.53018,-65.01721833333333,lg2014_363_79200_nb150
-54.54467333333334,-64.994065,lg2014_363_79200_nb150
-54.55941333333333,-64.96906166666666,lg2014_363_79200_nb150
-54.57859666666667,-64.96421833333333,lg2014_363_79200_nb150
-54.59712,-64.96418833333334,lg2014_363_79200_nb150
-54.61560166666667,-64.96406,lg2014_363_79200_nb150
-54.63443833333334,-64.96372666666667,lg2014_363_79200_nb150
-54.65329166666667,-64.96364,lg2014_363_79200_nb150
-54.67207333333333,-64.96282166666667,lg2014_363_79200_nb150
